Language,basicness_score_experimental,basicness_rank,basicness_score,word_in_children_res,word_in_second_lang_learn_res,en_lemmas,n_hyponyms,n_synonyms,n_syn_senses,avg_word_length,avg_pronounce_complexity,avg_word_frequency,avg_n_senses,normalized_length,normalized_pronounce_complexity,normalized_n_senses,normalized_frequency,normalized_n_hyponyms,normalized_n_synonyms,example_en_lemma,example_en_gloss,ili
nb,0.7522308971447244,4,0.9999999999191688,0,1,"mountain, mount",1,1,1,5.0,0.46,4.17e-05,1.0,0.249999999996875,0.46,0.0,0.06018201509778412,0.199999999996,0.0,mountain,a land mass that projects well above its surroundings; higher than a hill,i85815
en,0.8155972015218115,4,0.999999999828533,1,1,river,200,1,1,5.0,0.197,0.000107,1.0,0.199999999998,0.197,0.0,0.229932706790194,0.9999999999995001,0.0,river,a large natural stream of water (larger than a creek),i86078
it,0.771816691132789,4,0.0,0,1,river,73,1,4,5.0,0.493,6.31e-05,4.0,0.21428571428418366,0.493,0.16129032257960457,0.06506101212611223,0.9999999999986301,0.0,river,a large natural stream of water (larger than a creek),i86078
es,0.7588214214660218,4,0.5567791672273561,1,1,river,37,1,2,3.0,0.179,0.000126,2.0,0.08333333333263888,0.179,0.0769230769224852,0.15873439283041788,0.9999999999972973,0.0,river,a large natural stream of water (larger than a creek),i86078
nb,0.6283490201090457,3,0.20115303544468388,1,1,river,0,1,1,3.0,0.194,7.24e-06,1.0,0.0,0.194,0.0,0.010380196276396336,0.0,0.0,river,a large natural stream of water (larger than a creek),i86078
en,0.7641612777005982,4,0.312652662100922,0,1,sea,40,1,3,3.0,0.184,0.000115,3.0,0.0,0.184,0.2857142857102041,0.2476864144856052,0.1999999999999,0.0,sea,a division of an ocean or a large body of salt water partially enclosed by land,i86143
it,0.7249321902546962,3,0.0635194948990893,0,1,sea,23,2,10,4.5,0.1925,0.0001075,5.0,0.17857142857015307,0.1925,0.2258064516114464,0.11160354649918901,0.3150684931502533,0.09090909090826446,sea,a division of an ocean or a large body of salt water partially enclosed by land,i86143
es,0.7147809592171679,3,0.0,0,1,sea,5,2,5,4.5,0.184,7.379999999999999e-05,2.5,0.20833333333159723,0.184,0.11538461538372781,0.09211112913541253,0.1351351351347699,0.24999999999375,sea,a division of an ocean or a large body of salt water partially enclosed by land,i86143
nb,0.6308562958588942,3,0.999999999949408,0,1,sea,0,2,8,3.0,0.191,1.81e-05,4.0,0.0,0.191,0.3333333333296296,0.026075139758702525,0.0,0.3333333333222222,sea,a division of an ocean or a large body of salt water partially enclosed by land,i86143
nb,0.8219025419631126,4,0.9999999999650068,0,1,"coast, seashore, sea-coast",0,3,3,7.333333333333333,0.715,1.4316e-06,1.0,0.5416666666598958,0.715,0.0,0.001985858364552204,0.0,0.6666666666444444,coast,the shore of a sea or ocean,i86148
en,0.783239208477616,4,0.35528782013785665,0,0,"coast, seashore, sea-coast",9,4,7,7.333333333333333,0.46166666666666667,3.9977333333333334e-05,2.0,0.433333333329,0.46166666666666667,0.14285714285510204,0.08119510266932174,0.0449999999999775,0.2727272727247934,coast,the shore of a sea or ocean,i86148
es,0.761945224942808,4,0.5888795236406802,0,1,"coast, seashore, sea-coast",1,2,6,5.0,0.375,7.875e-05,3.0,0.24999999999791667,0.375,0.1538461538449704,0.09842885241683547,0.02702702702695398,0.24999999999375,coast,the shore of a sea or ocean,i86148
it,0.723374649123375,3,0.0,1,0,"coast, seashore, sea-coast",0,6,28,5.75,0.27775,4.695e-05,5.5,0.2678571428552296,0.27775,0.2580645161273673,0.0481316893755449,0.0,0.45454545454132234,coast,the shore of a sea or ocean,i86148
en,0.7448075559180519,3,0.0,0,1,sun,0,2,8,3.0,0.192,9.33e-05,6.0,0.0,0.192,0.7142857142755102,0.19952948236180237,0.0,0.09090909090826446,sun,the star that is the source of light and heat for the planets in the solar system,i86272
it,0.7354651342375015,3,0.3133829948179322,0,1,sun,0,2,12,4.0,0.188,0.000135,11.0,0.14285714285612244,0.188,0.6129032258024975,0.1404305666626938,0.0,0.09090909090826446,sun,the star that is the source of light and heat for the planets in the solar system,i86272
es,0.7265529948978353,3,0.22951512976565816,0,1,sun,0,1,7,3.0,0.183,0.000123,7.0,0.08333333333263888,0.183,0.46153846153491124,0.1549054696295555,0.0,0.0,sun,the star that is the source of light and heat for the planets in the solar system,i86272
nb,0.6299104033983088,3,0.9999999999327092,0,1,sun,0,1,2,3.0,0.187,3.09e-05,2.0,0.0,0.187,0.11111111110987654,0.0445737840104078,0.0,0.0,sun,the star that is the source of light and heat for the planets in the solar system,i86272
es,0.6946286381927834,3,0.9530140868263226,0,1,"vale, valley",3,1,1,5.0,0.195,4.57e-05,1.0,0.24999999999791667,0.195,0.0,0.05624688182066829,0.08108108108086194,0.0,vale,a long depression in the surface of the land that usually contains a river,i86379
it,0.6930156686316523,3,0.0,0,0,"vale, valley",7,3,5,5.666666666666667,0.371,1.7729999999999998e-05,1.6666666666666667,0.2619047619028912,0.371,0.010752688171973643,0.017501670132722743,0.09589041095877275,0.18181818181652892,vale,a long depression in the surface of the land that usually contains a river,i86379
en,0.661764140632208,3,0.40576613968928105,0,0,"vale, valley",12,2,2,5.0,0.19,2.8335000000000002e-05,1.0,0.199999999998,0.19,0.0,0.055358279807753985,0.05999999999997,0.09090909090826446,vale,a long depression in the surface of the land that usually contains a river,i86379
nb,0.6057258648910018,3,0.9999999998732035,0,1,"vale, valley",0,1,1,3.0,0.191,8.91e-06,1.0,0.0,0.191,0.0,0.012793691268611006,0.0,0.0,vale,a long depression in the surface of the land that usually contains a river,i86379
es,0.7895709483541349,4,0.4366747297939562,0,0,"waterfall, falls",9,1,2,7.0,0.766,3.63e-06,2.0,0.41666666666319446,0.766,0.0769230769224852,0.002552615467241584,0.2432432432425858,0.0,waterfall,a steep descent of the water of a river,i86414
en,0.764921910046839,4,0.3569376412057777,0,0,"waterfall, falls",16,2,3,7.0,0.5245,2.3085e-05,1.5,0.399999999996,0.5245,0.07142857142755102,0.043707409132640394,0.07999999999996,0.09090909090826446,waterfall,a steep descent of the water of a river,i86414
nb,0.7354793278480449,3,0.9999999999566012,0,1,"waterfall, falls",0,2,4,4.0,0.196,0.0001055,2.0,0.1249999999984375,0.196,0.11111111110987654,0.15238619503987758,0.0,0.3333333333222222,waterfall,a steep descent of the water of a river,i86414
it,0.7286055638755256,3,0.0,0,0,"waterfall, falls",1,3,12,8.333333333333334,0.3960000000000001,2.1462000000000003e-06,4.0,0.45238095237772113,0.3960000000000001,0.16129032257960457,0.0011658695209400003,0.013698630136967536,0.18181818181652892,waterfall,a steep descent of the water of a river,i86414
en,0.8414928898707876,4,0.0,0,0,nature,0,1,5,6.0,0.599,9.55e-05,5.0,0.299999999997,0.599,0.5714285714204081,0.20441175197804046,0.0,0.0,nature,a causal agent creating and controlling things in the universe,i86562
es,0.8032545913570037,4,0.07536521257204624,0,1,nature,0,1,5,10.0,0.197,8.32e-05,5.0,0.6666666666611111,0.197,0.3076923076899408,0.10410842183144799,0.0,0.0,nature,a causal agent creating and controlling things in the universe,i86562
it,0.7531820403216017,4,0.14722671636505316,0,1,nature,0,1,9,6.0,0.198,0.000123,9.0,0.2857142857122449,0.198,0.4838709677388137,0.12785150331861897,0.0,0.0,nature,a causal agent creating and controlling things in the universe,i86562
nb,0.7358300061251943,3,0.9999999999678871,1,1,nature,0,1,10,5.0,0.206,3.89e-05,10.0,0.249999999996875,0.206,0.9999999999888889,0.05613543666772359,0.0,0.0,nature,a causal agent creating and controlling things in the universe,i86562
nb,0.8076294973442897,4,0.9999999998766345,0,1,"fisherman, fisher",0,1,1,6.0,0.804,1.29e-05,1.0,0.3749999999953125,0.804,0.0,0.01856006553144726,0.0,0.0,fisherman,someone whose occupation is catching fish,i89974
it,0.8001357762042823,4,0.29809042818324205,0,0,"fisherman, fisher",1,1,2,9.0,0.773,4.07e-06,2.0,0.4999999999964286,0.773,0.03225806451592091,0.003182503026050926,0.013698630136967536,0.0,fisherman,someone whose occupation is catching fish,i89974
es,0.7971632219113487,4,0.4747879296640211,0,0,"fisherman, fisher",0,1,1,8.0,0.761,3.63e-06,1.0,0.49999999999583333,0.761,0.0,0.002552615467241584,0.0,0.0,fisherman,someone whose occupation is catching fish,i89974
en,0.7518312673309491,4,0.0,0,0,"fisherman, fisher",2,2,3,7.5,0.5185,6.795e-06,1.5,0.4499999999955,0.5185,0.07142857142755102,0.007556421837859382,0.009999999999995,0.09090909090826446,fisherman,someone whose occupation is catching fish,i89974
it,0.8051816997446116,4,0.21053569523482557,1,0,"guest, invitee",0,2,8,7.0,0.763,2.4449999999999998e-05,4.0,0.35714285714030614,0.763,0.16129032257960457,0.024545945605404632,0.0,0.09090909090826446,guest,a visitor to whom hospitality is extended,i90350
es,0.8000887713502208,4,0.0,0,0,"guest, invitee",1,2,5,7.5,0.7435,1.3585e-05,2.5,0.45833333332951387,0.7435,0.11538461538372781,0.015258258955436565,0.02702702702695398,0.24999999999375,guest,a visitor to whom hospitality is extended,i90350
nb,0.730423066515593,3,0.9999999999377102,1,1,"guest, invitee",0,1,2,5.0,0.357,1.82e-05,2.0,0.249999999996875,0.357,0.11111111110987654,0.02621966041691897,0.0,0.0,guest,a visitor to whom hospitality is extended,i90350
en,0.7145068736846308,3,0.11859525847690065,1,0,"guest, invitee",3,2,5,6.0,0.281,1.90645e-05,2.5,0.299999999997,0.281,0.21428571428265306,0.03478506140896531,0.0149999999999925,0.09090909090826446,guest,a visitor to whom hospitality is extended,i90350
en,0.8139471740102812,4,0.0,1,0,"rex, male monarch, king",79,3,12,6.333333333333333,0.5086666666666667,5.345666666666666e-05,4.0,0.33333333333,0.5086666666666667,0.4285714285653061,0.11110862066044827,0.3949999999998025,0.18181818181652892,rex,a male sovereign; ruler of a kingdom,i90847
es,0.7585570759289835,4,0.5701217829199988,1,1,"rex, male monarch, king",9,2,6,5.0,0.188,9.097e-05,3.0,0.24999999999791667,0.188,0.1538461538449704,0.11402533292168154,0.2432432432425858,0.24999999999375,rex,a male sovereign; ruler of a kingdom,i90847
it,0.7500656107169248,4,0.7299613231687441,1,1,"rex, male monarch, king",4,1,9,2.0,0.176,0.000182,9.0,0.0,0.176,0.4838709677388137,0.1896985647603201,0.054794520547870144,0.0,rex,a male sovereign; ruler of a kingdom,i90847
nb,0.7494046316942332,3,0.9999999999665375,1,1,"rex, male monarch, king",0,1,3,5.0,0.334,4.37e-05,3.0,0.249999999996875,0.334,0.22222222221975307,0.06307242826211307,0.0,0.0,rex,a male sovereign; ruler of a kingdom,i90847
es,0.8287973391893112,4,0.2046135446324782,0,0,prince,1,1,1,8.0,0.821,4.17e-05,1.0,0.49999999999583333,0.821,0.0,0.051141650886185115,0.02702702702695398,0.0,prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),i92240
it,0.8285449391091165,4,0.0,0,0,prince,11,1,2,8.0,0.855,5.62e-05,2.0,0.42857142856836733,0.855,0.03225806451592091,0.057828050703269226,0.1506849315066429,0.0,prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),i92240
en,0.8098378201481504,4,0.578171912926957,0,0,prince,14,1,1,6.0,0.715,5.25e-05,1.0,0.299999999997,0.715,0.0,0.10898557311520538,0.069999999999965,0.0,prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),i92240
nb,0.7865499687376222,4,0.9999999997616473,0,1,prince,0,1,1,5.0,0.786,1.58e-05,1.0,0.249999999996875,0.786,0.0,0.022751164619724235,0.0,0.0,prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),i92240
nb,0.804430268125168,4,0.5980964014187451,0,0,saint,0,1,1,6.0,0.75,4.37e-05,1.0,0.3749999999953125,0.75,0.0,0.06307242826211307,0.0,0.0,saint,a person who has died and has been declared a saint by canonization,i92688
it,0.7357167660838133,3,0.342644734421257,0,0,saint,4,3,6,3.3333333333333335,0.19633333333333333,0.00019353333333333334,2.0,0.09523809523741497,0.19633333333333333,0.03225806451592091,0.2017884423076809,0.054794520547870144,0.18181818181652892,saint,a person who has died and has been declared a saint by canonization,i92688
es,0.7066153299183942,3,0.9999999996273086,0,0,saint,13,1,3,5.0,0.201,7.41e-05,3.0,0.24999999999791667,0.201,0.1538461538449704,0.09249402145549877,0.35135135135040174,0.0,saint,a person who has died and has been declared a saint by canonization,i92688
en,0.6694289419324498,3,0.0,0,0,saint,45,1,3,5.0,0.206,2.57e-05,3.0,0.199999999998,0.206,0.2857142857102041,0.04951065233557793,0.2249999999998875,0.0,saint,a person who has died and has been declared a saint by canonization,i92688
es,0.75661708976933,4,0.9056790777181152,0,0,fog,0,1,1,6.0,0.676,8.13e-06,1.0,0.33333333333055554,0.676,0.0,0.008296000268535147,0.0,0.0,fog,droplets of water vapor suspended in the air near the ground,i97801
it,0.7286633744719653,3,0.0,0,0,fog,2,2,8,7.0,0.48750000000000004,5.8830499999999995e-06,4.0,0.35714285714030614,0.48750000000000004,0.16129032257960457,0.005083042259048828,0.027397260273935072,0.09090909090826446,fog,droplets of water vapor suspended in the air near the ground,i97801
nb,0.7074788167080458,3,0.9999999998727729,0,0,fog,1,1,2,4.0,0.598,6.76e-06,2.0,0.1249999999984375,0.598,0.11111111110987654,0.009686497116957389,0.199999999996,0.0,fog,droplets of water vapor suspended in the air near the ground,i97801
en,0.5890074374141663,3,0.39948225469429627,0,0,fog,4,1,3,3.0,0.199,7.94e-06,3.0,0.0,0.199,0.2857142857102041,0.01009742125176511,0.01999999999999,0.0,fog,droplets of water vapor suspended in the air near the ground,i97801
es,0.8725485279623948,4,0.6485808996587178,0,0,"violent storm, storm",4,2,4,12.5,0.8425,1.8e-05,2.0,0.8749999999927084,0.8425,0.0769230769224852,0.02089315759937236,0.10810810810781592,0.24999999999375,violent storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,i97824
en,0.848045663220532,4,0.6513961257977637,0,0,"violent storm, storm",8,2,4,9.0,0.8035,3.17e-05,2.0,0.599999999994,0.8035,0.14285714285510204,0.0628259331071363,0.03999999999998,0.09090909090826446,violent storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,i97824
it,0.7974961684386763,4,0.0,0,0,"violent storm, storm",5,7,28,7.666666666666667,0.743,1.4113333333333334e-05,4.666666666666667,0.40476190475901364,0.743,0.20430107526749916,0.01371048020818909,0.06849315068483768,0.5454545454495868,violent storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,i97824
nb,0.7770532204851841,4,0.999999999968358,0,1,"violent storm, storm",0,2,2,4.5,0.771,1.3145e-05,1.0,0.18749999999765626,0.771,0.0,0.018914141144077554,0.0,0.3333333333222222,violent storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,i97824
it,0.8234336847222705,4,0.0,1,1,"rainfall, rain",7,2,15,6.0,0.5375,0.00011525,7.5,0.2857142857122449,0.5375,0.387096774191051,0.11972752490890398,0.09589041095877275,0.09090909090826446,rainfall,water falling in drops from vapor condensed in the atmosphere,i98034
en,0.7818669179621294,4,0.37851890077939054,1,1,"rainfall, rain",5,2,4,6.0,0.48050000000000004,2.8955e-05,2.0,0.299999999997,0.48050000000000004,0.14285714285510204,0.05673419215414834,0.0249999999999875,0.09090909090826446,rainfall,water falling in drops from vapor condensed in the atmosphere,i98034
nb,0.7731246283355656,4,0.9999999999203416,1,1,"rainfall, rain",1,2,2,5.5,0.506,1.256e-05,1.0,0.31249999999609374,0.506,0.0,0.018068695293511336,0.199999999996,0.3333333333222222,rainfall,water falling in drops from vapor condensed in the atmosphere,i98034
es,0.7295660641998498,3,0.5060170540478732,1,1,"rainfall, rain",3,1,3,6.0,0.186,4.07e-05,3.0,0.33333333333055554,0.186,0.1538461538449704,0.04986534315256433,0.08108108108086194,0.0,rainfall,water falling in drops from vapor condensed in the atmosphere,i98034
en,0.7032042094218909,3,0.004756745911954939,0,1,"snowfall, snow",2,2,5,6.0,0.196,2.368e-05,2.5,0.299999999997,0.196,0.21428571428265306,0.0450278411424866,0.009999999999995,0.09090909090826446,snowfall,precipitation falling from clouds in the form of ice crystals,i98073
nb,0.7006729101880053,3,0.999999999883579,0,1,"snowfall, snow",0,1,1,3.0,0.486,3.8e-05,1.0,0.0,0.486,0.0,0.05483475074377557,0.0,0.0,snowfall,precipitation falling from clouds in the form of ice crystals,i98073
es,0.6611995505167491,3,0.011622880210970798,0,0,"snowfall, snow",0,1,4,5.0,0.208,2.45e-05,4.0,0.24999999999791667,0.208,0.23076923076745562,0.029189157867907507,0.0,0.0,snowfall,precipitation falling from clouds in the form of ice crystals,i98073
it,0.6564492802352974,3,0.0,0,0,"snowfall, snow",2,2,5,6.0,0.1995,1.503e-05,2.5,0.2857142857122449,0.1995,0.06451612903184183,0.014671380880305913,0.027397260273935072,0.09090909090826446,snowfall,precipitation falling from clouds in the form of ice crystals,i98073
it,0.9845730728367453,4,0.5096856061068388,1,1,"conditions, weather, weather condition",13,1,17,5.0,0.524,0.000955,17.0,0.21428571428418366,0.524,0.9999999999935484,0.9999998951744721,0.17808219178057796,0.0,conditions,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,i98170
es,0.9665466051573411,4,0.0,1,0,"conditions, weather, weather condition",6,4,9,12.666666666666666,0.8109999999999999,0.00035673,2.6666666666666665,0.8888888888814814,0.8109999999999999,0.128205128204142,0.45321687620874307,0.16216216216172388,0.74999999998125,conditions,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,i98170
en,0.8949811017189445,4,0.2365773168989886,0,1,"conditions, weather, weather condition",11,4,6,11.333333333333334,0.632,6.873333333333333e-05,1.6666666666666667,0.833333333325,0.632,0.09523809523673471,0.1450108049804772,0.0549999999999725,0.2727272727247934,conditions,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,i98170
nb,0.7947590077982828,4,0.999999999953761,1,1,"conditions, weather, weather condition",2,1,1,3.0,0.186,0.000191,1.0,0.0,0.186,0.0,0.2759513578149401,0.399999999992,0.0,conditions,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,i98170
