Language,basicness_score_experimental,basicness_rank,basicness_score,word_in_children_res,word_in_second_lang_learn_res,en_lemmas,n_hyponyms,n_synonyms,n_syn_senses,avg_word_length,avg_pronounce_complexity,avg_word_frequency,avg_n_senses,normalized_length,normalized_pronounce_complexity,normalized_n_senses,normalized_frequency,normalized_n_hyponyms,normalized_n_synonyms,normalized_n_syn_senses,example_en_lemma,example_en_gloss,ili
nb,0.625725463107831,3,0.84447556429785,1,1,countryside,0,3,9,8.666666666666666,0.6476666666666667,0.00011853386666666668,3.0,0.7083333333332447,0.6476666666666667,0.22222222222219754,0.1712228494353849,0.0,0.6666666666664445,0.6666666666666111,countryside,rural regions,i82392
it,0.5346565202506637,3,0.3414072309265876,0,1,countryside,0,1,9,8.0,0.8,0.000107,9.0,0.42857142857139796,0.8,0.48387096774190425,0.11107943038737289,0.0,0.0,0.1093749999999983,countryside,rural regions,i82392
es,0.494720524786222,2,0.7855213265622772,1,0,countryside,0,1,14,5.0,0.205,0.000151,14.0,0.24999999999997916,0.205,0.9999999999999231,0.19064211025941966,0.0,0.0,0.9285714285713622,countryside,rural regions,i82392
en,0.4396369612961914,2,0.0,0,0,countryside,0,1,1,11.0,0.862,8.32e-06,1.0,0.79999999999992,0.862,0.0,0.010940724770997704,0.0,0.0,0.0,countryside,rural regions,i82392
en,0.4936721076231591,2,0.004190561664608931,0,0,cave,5,1,1,4.0,0.197,1.58e-05,1.0,0.09999999999999,0.197,0.0,0.02754044511320112,0.024999999999999876,0.0,0.0,cave,a geological formation consisting of an underground enclosure with access from the surface of the ground or from the sea,i85180
it,0.44852570532710034,2,0.07437614567633268,0,0,cave,2,2,8,5.5,0.5035000000000001,4.73e-06,4.0,0.24999999999998215,0.5035000000000001,0.16129032258063475,0.0038743519120447143,0.02739726027397223,0.09090909090908264,0.09374999999999854,cave,a geological formation consisting of an underground enclosure with access from the surface of the ground or from the sea,i85180
es,0.436544456441012,2,1.4465056146703036e-06,0,0,cave,0,1,1,5.0,0.542,1.41e-05,1.0,0.24999999999997916,0.542,0.0,0.015915559449253283,0.0,0.0,0.0,cave,a geological formation consisting of an underground enclosure with access from the surface of the ground or from the sea,i85180
nb,0.4256904263911974,2,3.486598414725162e-08,0,0,cave,0,1,1,4.0,0.563,4.17e-06,1.0,0.12499999999998437,0.563,0.0,0.005943412919507889,0.0,0.0,0.0,cave,a geological formation consisting of an underground enclosure with access from the surface of the ground or from the sea,i85180
nb,0.6506361356948553,3,0.46671665743395524,0,1,lake,1,1,5,3.0,0.195,1.48e-05,5.0,0.0,0.195,0.44444444444439507,0.021305961085919766,0.19999999999996,0.0,0.33333333333330556,lake,a body of (usually fresh) water surrounded by land,i85647
it,0.5696204524217433,3,0.23897036553673215,1,0,lake,7,1,2,4.0,0.184,4.37e-05,2.0,0.14285714285713266,0.184,0.03225806451612695,0.04472486436128241,0.0958904109589028,0.0,0.0,lake,a body of (usually fresh) water surrounded by land,i85647
es,0.5285162537658243,3,0.3113495084814932,0,1,lake,6,1,1,4.0,0.185,3.02e-05,1.0,0.16666666666665278,0.185,0.0,0.036464116556949984,0.16216216216215776,0.0,0.0,lake,a body of (usually fresh) water surrounded by land,i85647
en,0.5071727187255524,3,0.10671298070873503,0,0,lake,51,1,3,4.0,0.193,6.76e-05,3.0,0.09999999999999,0.193,0.2857142857142449,0.14249572769690924,0.2549999999999987,0.0,0.09523809523809071,lake,a body of (usually fresh) water surrounded by land,i85647
nb,0.5660310789751398,3,0.2832355515160561,0,1,"mount, mountain",1,1,1,5.0,0.46,4.17e-05,1.0,0.24999999999996875,0.46,0.0,0.06018202370835434,0.19999999999996,0.0,0.0,mount,a land mass that projects well above its surroundings; higher than a hill,i85815
it,0.5471912794674492,3,0.28503693474199054,0,1,"mount, mountain",3,2,7,6.5,0.49350000000000005,5.39e-05,3.5,0.32142857142854847,0.49350000000000005,0.1290322580645078,0.05541706931335387,0.04109589041095835,0.09090909090908264,0.07812499999999879,mount,a land mass that projects well above its surroundings; higher than a hill,i85815
en,0.5422698833156546,3,0.29504087090776704,0,1,"mount, mountain",5,2,7,6.5,0.491,4.1599999999999995e-05,3.5,0.349999999999965,0.491,0.35714285714280614,0.08479616501010592,0.024999999999999876,0.09090909090908264,0.28571428571427215,mount,a land mass that projects well above its surroundings; higher than a hill,i85815
es,0.4617429561795124,2,0.43464108723409794,0,1,"mount, mountain",3,2,4,6.0,0.4685,3.285e-05,2.0,0.33333333333330556,0.4685,0.076923076923071,0.03984633247840316,0.08108108108107888,0.2499999999999375,0.21428571428569898,mount,a land mass that projects well above its surroundings; higher than a hill,i85815
en,0.6965180505486857,3,0.5037677886330114,1,1,river,200,1,1,5.0,0.197,0.000107,1.0,0.19999999999998,0.197,0.0,0.22993275730691115,0.999999999999995,0.0,0.0,river,a large natural stream of water (larger than a creek),i86078
nb,0.6764855948177271,3,0.4719606648208816,1,1,river,0,1,1,3.0,0.194,7.24e-06,1.0,0.0,0.194,0.0,0.01038019776154782,0.0,0.0,0.0,river,a large natural stream of water (larger than a creek),i86078
es,0.6642892715561677,3,0.8436093898607876,1,1,river,37,1,2,3.0,0.179,0.000126,2.0,0.08333333333332639,0.179,0.076923076923071,0.1587344128872198,0.9999999999999729,0.0,0.07142857142856633,river,a large natural stream of water (larger than a creek),i86078
it,0.6457092664096672,3,0.471125772721965,0,1,river,73,1,4,5.0,0.493,6.31e-05,4.0,0.21428571428569898,0.493,0.16129032258063475,0.06506101887796732,0.9999999999999863,0.0,0.031249999999999514,river,a large natural stream of water (larger than a creek),i86078
nb,0.6532581364022989,3,0.5309557479234454,0,1,sea,0,2,8,3.0,0.191,1.81e-05,4.0,0.0,0.191,0.3333333333332963,0.026075143489415458,0.0,0.33333333333322224,0.5833333333332847,sea,a division of an ocean or a large body of salt water partially enclosed by land,i86143
en,0.6087733190199239,3,0.2650537430203102,0,1,sea,40,1,3,3.0,0.184,0.000115,3.0,0.0,0.184,0.2857142857142449,0.24768646890285065,0.199999999999999,0.0,0.09523809523809071,sea,a division of an ocean or a large body of salt water partially enclosed by land,i86143
it,0.6067830497895341,3,0.37614722651452337,0,1,sea,23,2,10,4.5,0.1925,0.0001075,5.0,0.1785714285714158,0.1925,0.22580645161288865,0.11160355808110188,0.31506849315068064,0.09090909090908264,0.12499999999999806,sea,a division of an ocean or a large body of salt water partially enclosed by land,i86143
es,0.5014428352081263,3,0.47861583962392323,0,1,sea,5,2,5,4.5,0.184,7.379999999999999e-05,2.5,0.20833333333331597,0.184,0.11538461538460651,0.09211114077406651,0.13513513513513148,0.2499999999999375,0.2857142857142653,sea,a division of an ocean or a large body of salt water partially enclosed by land,i86143
it,0.5173239689727697,3,0.4550139734423348,1,0,"sea-coast, seashore, coast",0,6,28,5.75,0.27775000000000005,4.695e-05,5.5,0.2678571428571237,0.27775000000000005,0.2580645161290156,0.04813169437052087,0.0,0.45454545454541323,0.40624999999999367,sea-coast,the shore of a sea or ocean,i86148
nb,0.5046474924370573,3,0.4326306165765462,0,1,"sea-coast, seashore, coast",0,3,3,7.333333333333333,0.715,1.4316e-06,1.0,0.5416666666665989,0.715,0.0,0.001985858648679827,0.0,0.6666666666664445,0.16666666666665278,sea-coast,the shore of a sea or ocean,i86148
es,0.47228682342862777,2,0.47925248828414285,0,1,"sea-coast, seashore, coast",1,2,6,5.0,0.375,7.875e-05,3.0,0.24999999999997916,0.375,0.153846153846142,0.0984288648537621,0.027027027027026296,0.2499999999999375,0.3571428571428316,sea-coast,the shore of a sea or ocean,i86148
en,0.44662298735087036,2,0.12529905703978617,0,0,"sea-coast, seashore, coast",9,4,7,7.333333333333333,0.46166666666666667,3.9977333333333334e-05,2.0,0.43333333333329,0.46166666666666667,0.14285714285712245,0.08119512050806288,0.044999999999999776,0.27272727272724795,0.28571428571427215,sea-coast,the shore of a sea or ocean,i86148
nb,0.6236767581668783,3,0.2818653970457997,0,1,sun,0,1,2,3.0,0.187,3.09e-05,2.0,0.0,0.187,0.11111111111109877,0.04457379038782299,0.0,0.0,0.08333333333332639,sun,the star that is the source of light and heat for the planets in the solar system,i86272
it,0.594458023547341,3,0.39872567303784207,0,1,sun,0,2,12,4.0,0.188,0.000135,11.0,0.14285714285713266,0.188,0.6129032258064121,0.1404305812361965,0.0,0.09090909090908264,0.15624999999999759,sun,the star that is the source of light and heat for the planets in the solar system,i86272
en,0.5706387789481346,3,0.35853434848708426,0,1,sun,0,2,8,3.0,0.192,9.33e-05,6.0,0.0,0.192,0.7142857142856123,0.19952952619886483,0.0,0.09090909090908264,0.3333333333333175,sun,the star that is the source of light and heat for the planets in the solar system,i86272
es,0.5154500330410084,3,0.5065159872736431,0,1,sun,0,1,7,3.0,0.183,0.000123,7.0,0.08333333333332639,0.183,0.46153846153842604,0.1549054892025558,0.0,0.0,0.42857142857139796,sun,the star that is the source of light and heat for the planets in the solar system,i86272
nb,0.6093832904644195,3,0.2359803324104408,0,1,"valley, vale",0,1,1,3.0,0.191,8.91e-06,1.0,0.0,0.191,0.0,0.012793693099074424,0.0,0.0,0.0,valley,a long depression in the surface of the land that usually contains a river,i86379
es,0.5153506204878272,3,0.2896469635937543,0,1,"valley, vale",3,1,1,5.0,0.195,4.57e-05,1.0,0.24999999999997916,0.195,0.0,0.05624688892771388,0.08108108108107888,0.0,0.0,valley,a long depression in the surface of the land that usually contains a river,i86379
en,0.48732055507053923,2,0.03329361517299111,0,0,"valley, vale",12,2,2,5.0,0.19,2.8335000000000002e-05,1.0,0.19999999999998,0.19,0.0,0.05535829197008879,0.0599999999999997,0.09090909090908264,0.047619047619045354,valley,a long depression in the surface of the land that usually contains a river,i86379
it,0.4545880380657144,2,0.06608886902453312,0,0,"valley, vale",7,3,5,5.666666666666667,0.371,1.7729999999999998e-05,1.6666666666666667,0.2619047619047432,0.371,0.010752688172042321,0.017501671948998522,0.0958904109589028,0.18181818181816528,0.04687499999999927,valley,a long depression in the surface of the land that usually contains a river,i86379
nb,0.6337096468625645,3,0.40006015068482026,0,1,"waterfall, falls",0,2,4,4.0,0.196,0.0001055,2.0,0.12499999999998437,0.196,0.11111111111109877,0.1523862168426044,0.0,0.33333333333322224,0.24999999999997916,waterfall,a steep descent of the water of a river,i86414
en,0.46343462065067464,2,0.05662426491552121,0,0,"waterfall, falls",16,2,3,7.0,0.5245,2.3085e-05,1.5,0.39999999999996,0.5245,0.07142857142856122,0.0437074187352535,0.0799999999999996,0.09090909090908264,0.09523809523809071,waterfall,a steep descent of the water of a river,i86414
it,0.4255831583174201,2,0.10484084313718986,0,0,"waterfall, falls",1,3,12,8.333333333333334,0.3960000000000001,2.1462000000000003e-06,4.0,0.45238095238092013,0.3960000000000001,0.16129032258063475,0.001165869641930772,0.013698630136986115,0.18181818181816528,0.15624999999999759,waterfall,a steep descent of the water of a river,i86414
es,0.41730802648701965,2,0.10490903606214798,0,0,"waterfall, falls",9,1,2,7.0,0.766,3.63e-06,2.0,0.41666666666663194,0.766,0.076923076923071,0.002552615789775988,0.24324324324323665,0.0,0.07142857142856633,waterfall,a steep descent of the water of a river,i86414
nb,0.7333561355636485,3,0.884947744364936,1,1,nature,0,1,10,5.0,0.206,3.89e-05,10.0,0.24999999999996875,0.206,0.9999999999998889,0.05613544469932769,0.0,0.0,0.7499999999999375,nature,a causal agent creating and controlling things in the universe,i86562
it,0.5808066628740093,3,0.34064036502311473,0,1,nature,0,1,9,6.0,0.198,0.000123,9.0,0.2857142857142653,0.198,0.48387096774190425,0.12785151658670066,0.0,0.0,0.1093749999999983,nature,a causal agent creating and controlling things in the universe,i86562
en,0.47251270666279277,2,0.13030921867544787,0,0,nature,0,1,5,6.0,0.599,9.55e-05,5.0,0.29999999999997,0.599,0.5714285714284898,0.20441179688774816,0.0,0.0,0.19047619047618142,nature,a causal agent creating and controlling things in the universe,i86562
es,0.4586927957968049,2,0.42727374827631626,0,1,nature,0,1,5,10.0,0.197,8.32e-05,5.0,0.6666666666666111,0.197,0.307692307692284,0.10410843498601366,0.0,0.0,0.2857142857142653,nature,a causal agent creating and controlling things in the universe,i86562
nb,0.5048385060092297,3,0.23598488126265343,0,1,"fisher, fisherman",0,1,1,6.0,0.804,1.29e-05,1.0,0.37499999999995315,0.804,0.0,0.0185600681869374,0.0,0.0,0.0,fisher,someone whose occupation is catching fish,i89974
en,0.4543231585389877,2,0.04485918437617964,0,0,"fisher, fisherman",2,2,3,7.5,0.5185,6.795e-06,1.5,0.449999999999955,0.5185,0.07142857142856122,0.007556423498021741,0.00999999999999995,0.09090909090908264,0.09523809523809071,fisher,someone whose occupation is catching fish,i89974
it,0.41214704199282043,2,0.0029867875113821015,0,0,"fisher, fisherman",1,1,2,9.0,0.773,4.07e-06,2.0,0.4999999999999643,0.773,0.03225806451612695,0.0031825033563224444,0.013698630136986115,0.0,0.0,fisher,someone whose occupation is catching fish,i89974
es,0.39528840240995367,2,0.0,0,0,"fisher, fisherman",0,1,1,8.0,0.761,3.63e-06,1.0,0.4999999999999583,0.761,0.0,0.002552615789775988,0.0,0.0,0.0,fisher,someone whose occupation is catching fish,i89974
nb,0.648047693356938,3,0.5178495257989223,1,1,"guest, invitee",0,1,2,5.0,0.357,1.82e-05,2.0,0.24999999999996875,0.357,0.11111111111109877,0.026219664168309263,0.0,0.0,0.08333333333332639,guest,a visitor to whom hospitality is extended,i90350
en,0.5299836578095242,3,0.253276635612656,1,0,"guest, invitee",3,2,5,6.0,0.281,1.90645e-05,2.5,0.29999999999997,0.281,0.21428571428568366,0.03478506905131917,0.014999999999999925,0.09090909090908264,0.19047619047618142,guest,a visitor to whom hospitality is extended,i90350
it,0.5042957318225813,3,0.28646684006778905,1,0,"guest, invitee",0,2,8,7.0,0.763,2.4449999999999998e-05,4.0,0.3571428571428316,0.763,0.16129032258063475,0.024545948152716185,0.0,0.09090909090908264,0.09374999999999854,guest,a visitor to whom hospitality is extended,i90350
es,0.37844021421515367,2,0.181674491037847,0,0,"guest, invitee",1,2,5,7.5,0.7435,1.3585e-05,2.5,0.4583333333332951,0.7435,0.11538461538460651,0.015258260883385966,0.027027027027026296,0.2499999999999375,0.2857142857142653,guest,a visitor to whom hospitality is extended,i90350
it,0.6937186858887914,3,0.5703869036719216,1,1,"male monarch, rex, king",4,1,9,2.0,0.176,0.000182,9.0,0.0,0.176,0.48387096774190425,0.18969858444672183,0.05479452054794446,0.0,0.1093749999999983,male monarch,a male sovereign; ruler of a kingdom,i90847
nb,0.664291646261999,3,0.5637802343947311,1,1,"male monarch, rex, king",0,1,3,5.0,0.334,4.37e-05,3.0,0.24999999999996875,0.334,0.22222222222219754,0.06307243728623052,0.0,0.0,0.16666666666665278,male monarch,a male sovereign; ruler of a kingdom,i90847
es,0.565118351696561,3,0.8050263622733175,1,1,"male monarch, rex, king",9,2,6,5.0,0.188,9.097e-05,3.0,0.24999999999997916,0.188,0.153846153846142,0.11402534732929338,0.24324324324323665,0.2499999999999375,0.3571428571428316,male monarch,a male sovereign; ruler of a kingdom,i90847
en,0.5196091531146504,3,0.42442238164268226,1,0,"male monarch, rex, king",79,3,12,6.333333333333333,0.5086666666666667,5.345666666666666e-05,4.0,0.33333333333329995,0.5086666666666667,0.4285714285713673,0.11110864507125455,0.394999999999998,0.18181818181816528,0.5238095238094989,male monarch,a male sovereign; ruler of a kingdom,i90847
nb,0.5204047630828621,3,0.23598579312465345,0,1,prince,0,1,1,5.0,0.786,1.58e-05,1.0,0.24999999999996875,0.786,0.0,0.022751167874857856,0.0,0.0,0.0,prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),i92240
en,0.4799246502087542,2,0.012199901174460336,0,0,prince,14,1,1,6.0,0.715,5.25e-05,1.0,0.29999999999997,0.715,0.0,0.10898559705957347,0.06999999999999965,0.0,0.0,prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),i92240
it,0.4329422130412022,2,0.03301196961989709,0,0,prince,11,1,2,8.0,0.855,5.62e-05,2.0,0.42857142857139796,0.855,0.03225806451612695,0.05782805670450723,0.15068493150684725,0.0,0.0,prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),i92240
es,0.397535555329653,2,0.007387676807780284,0,0,prince,1,1,1,8.0,0.821,4.17e-05,1.0,0.4999999999999583,0.821,0.0,0.0511416573481619,0.027027027027026296,0.0,0.0,prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),i92240
it,0.4969986516157991,2,0.06555804197534529,0,0,saint,4,3,6,3.3333333333333335,0.19633333333333333,0.0001935333333333333,2.0,0.09523809523808845,0.19633333333333333,0.03225806451612695,0.20178846324873723,0.05479452054794446,0.18181818181816528,0.06249999999999903,saint,a person who has died and has been declared a saint by canonization,i92688
en,0.4898419295840754,2,0.1015980783698461,0,0,saint,45,1,3,5.0,0.206,2.57e-05,3.0,0.19999999999998,0.206,0.2857142857142449,0.04951066321317622,0.22499999999999887,0.0,0.09523809523809071,saint,a person who has died and has been declared a saint by canonization,i92688
es,0.4889734849765536,2,0.1737216185170143,0,0,saint,13,1,3,5.0,0.201,7.41e-05,3.0,0.24999999999997916,0.201,0.153846153846142,0.09249403314253292,0.3513513513513418,0.0,0.14285714285713266,saint,a person who has died and has been declared a saint by canonization,i92688
nb,0.3889127032756044,2,0.00016652796713521385,0,0,saint,0,1,1,6.0,0.75,4.37e-05,1.0,0.37499999999995315,0.75,0.0,0.06307243728623052,0.0,0.0,0.0,saint,a person who has died and has been declared a saint by canonization,i92688
en,0.48516440410532663,2,0.06722033123353295,0,0,fog,4,1,3,3.0,0.199,7.94e-06,3.0,0.0,0.199,0.2857142857142449,0.01009742347019058,0.0199999999999999,0.0,0.09523809523809071,fog,droplets of water vapor suspended in the air near the ground,i97801
it,0.43833775360681504,2,0.07437617957412138,0,0,fog,2,2,8,7.0,0.48750000000000004,5.8830499999999995e-06,4.0,0.3571428571428316,0.48750000000000004,0.16129032258063475,0.005083042786553144,0.02739726027397223,0.09090909090908264,0.09374999999999854,fog,droplets of water vapor suspended in the air near the ground,i97801
nb,0.43598507724139035,2,0.09308129143734478,0,0,fog,1,1,2,4.0,0.598,6.76e-06,2.0,0.12499999999998437,0.598,0.11111111111109877,0.009686498502857537,0.19999999999996,0.0,0.08333333333332639,fog,droplets of water vapor suspended in the air near the ground,i97801
es,0.4179051303638165,2,3.277188251832338e-07,0,0,fog,0,1,1,6.0,0.676,8.13e-06,1.0,0.33333333333330556,0.676,0.0,0.00829600131677196,0.0,0.0,0.0,fog,droplets of water vapor suspended in the air near the ground,i97801
nb,0.5327455112163147,3,0.3343077792108845,0,1,"violent storm, storm",0,2,2,4.5,0.771,1.3145e-05,1.0,0.18749999999997657,0.771,0.0,0.01891414385022723,0.0,0.33333333333322224,0.08333333333332639,violent storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,i97824
en,0.4429514052354384,2,0.07004809304042944,0,0,"violent storm, storm",8,2,4,9.0,0.8035,3.17e-05,2.0,0.59999999999994,0.8035,0.14285714285712245,0.06282594691013083,0.0399999999999998,0.09090909090908264,0.14285714285713608,violent storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,i97824
it,0.3975534155187958,2,0.25997669383950917,0,0,"violent storm, storm",5,7,28,7.666666666666667,0.743,1.4113333333333334e-05,4.666666666666667,0.40476190476187585,0.743,0.20430107526880403,0.013710481631025478,0.06849315068493057,0.5454545454544959,0.40624999999999367,violent storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,i97824
es,0.3426819163426641,2,0.17397126489900247,0,0,"violent storm, storm",4,2,4,12.5,0.8425,1.8e-05,2.0,0.8749999999999271,0.8425,0.076923076923071,0.02089316023931646,0.10810810810810519,0.2499999999999375,0.21428571428569898,violent storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,i97824
it,0.6398633869670425,3,0.5990866720992898,1,1,"rainfall, rain",7,2,15,6.0,0.5375,0.00011525,7.5,0.2857142857142653,0.5375,0.3870967741935234,0.11972753733390126,0.0958904109589028,0.09090909090908264,0.20312499999999684,rainfall,water falling in drops from vapor condensed in the atmosphere,i98034
nb,0.6245304045069673,3,0.6174840709941639,1,1,"rainfall, rain",1,2,2,5.5,0.506,1.256e-05,1.0,0.3124999999999609,0.506,0.0,0.01806869787869845,0.19999999999996,0.33333333333322224,0.08333333333332639,rainfall,water falling in drops from vapor condensed in the atmosphere,i98034
en,0.6161328007660367,3,0.40268782811926296,1,1,"rainfall, rain",5,2,4,6.0,0.48050000000000004,2.8955e-05,2.0,0.29999999999997,0.48050000000000004,0.14285714285712245,0.0567342046187741,0.024999999999999876,0.09090909090908264,0.14285714285713608,rainfall,water falling in drops from vapor condensed in the atmosphere,i98034
es,0.561170092577598,3,0.6370336722756147,1,1,"rainfall, rain",3,1,3,6.0,0.186,4.07e-05,3.0,0.33333333333330556,0.186,0.153846153846142,0.049865349453273915,0.08108108108107888,0.0,0.14285714285713266,rainfall,water falling in drops from vapor condensed in the atmosphere,i98034
nb,0.5838139036093347,3,0.2359803324104408,0,1,"snowfall, snow",0,1,1,3.0,0.486,3.8e-05,1.0,0.0,0.486,0.0,0.054834758589283425,0.0,0.0,0.0,snowfall,precipitation falling from clouds in the form of ice crystals,i98073
en,0.5561641007558733,3,0.25244140963952694,0,1,"snowfall, snow",2,2,5,6.0,0.196,2.368e-05,2.5,0.29999999999997,0.196,0.21428571428568366,0.0450278510352015,0.00999999999999995,0.09090909090908264,0.19047619047618142,snowfall,precipitation falling from clouds in the form of ice crystals,i98073
it,0.45995857003421925,2,0.043052944868227326,0,0,"snowfall, snow",2,2,5,6.0,0.1995,1.503e-05,2.5,0.2857142857142653,0.1995,0.0645161290322539,0.014671382402861964,0.02739726027397223,0.09090909090908264,0.04687499999999927,snowfall,precipitation falling from clouds in the form of ice crystals,i98073
es,0.4522377883960219,2,0.11923453944647996,0,0,"snowfall, snow",0,1,4,5.0,0.208,2.45e-05,4.0,0.24999999999997916,0.208,0.23076923076921302,0.029189161556088417,0.0,0.0,0.21428571428569898,snowfall,precipitation falling from clouds in the form of ice crystals,i98073
it,0.747200904537992,3,0.9819184045133715,1,1,"weather condition, conditions, weather",13,1,17,5.0,0.524,0.000955,17.0,0.21428571428569898,0.524,0.9999999999999355,0.9999999989517446,0.1780821917808195,0.0,0.23437499999999636,weather condition,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,i98170
nb,0.717782153849238,3,0.5663527977850391,1,1,"weather condition, conditions, weather",2,1,1,3.0,0.186,0.000191,1.0,0.0,0.186,0.0,0.2759513972968109,0.39999999999992,0.0,0.0,weather condition,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,i98170
en,0.5239432184536031,3,0.2811768168526346,0,1,"weather condition, conditions, weather",11,4,6,11.333333333333334,0.632,6.873333333333333e-05,1.6666666666666667,0.8333333333332501,0.632,0.09523809523808165,0.1450108368396673,0.05499999999999973,0.27272727272724795,0.23809523809522679,weather condition,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,i98170
es,0.4044434339744682,2,0.8794940007434794,1,0,"weather condition, conditions, weather",6,4,9,12.666666666666666,0.8109999999999999,0.00035673,2.6666666666666665,0.8888888888888148,0.8109999999999999,0.12820512820511834,0.4532169334747265,0.16216216216215776,0.7499999999998125,0.5714285714285307,weather condition,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,i98170
