Language,basicness_score_experimental,basicness_rank,basicness_score,word_in_children_res,word_in_second_lang_learn_res,en_lemmas,n_hyponyms,n_synonyms,n_syn_senses,avg_word_length,avg_word_frequency,avg_n_senses,normalized_length,normalized_n_senses,normalized_frequency,normalized_n_hyponyms,normalized_n_synonyms,normalized_n_syn_senses,example_en_lemma,example_en_gloss,ili
es,0.8884892034227847,4,0.9829102303076864,1,1,river,37,1,2,3.0,0.000126,2.0,0.08333333333332639,0.076923076923071,0.1587344128872198,0.9999999999999729,0.0,0.07142857142856633,river,a large natural stream of water (larger than a creek),i86078
en,0.8839041778265458,4,0.9024664728875971,1,1,river,200,1,1,5.0,0.000107,1.0,0.19999999999998,0.0,0.22993275730691115,0.999999999999995,0.0,0.0,river,a large natural stream of water (larger than a creek),i86078
nb,0.8818826314903164,4,0.9326274025089099,1,1,river,0,1,1,3.0,7.24e-06,1.0,0.0,0.0,0.01038019776154782,0.0,0.0,0.0,river,a large natural stream of water (larger than a creek),i86078
it,0.7007297550112094,4,0.4579091309054062,0,1,river,73,1,4,5.0,6.31e-05,4.0,0.21428571428569898,0.16129032258063475,0.06506101887796732,0.9999999999999863,0.0,0.031249999999999514,river,a large natural stream of water (larger than a creek),i86078
en,0.7768991209540395,4,0.44109110699823345,0,1,sea,40,1,3,3.0,0.000115,3.0,0.0,0.2857142857142449,0.24768646890285065,0.199999999999999,0.0,0.09523809523809071,sea,a division of an ocean or a large body of salt water partially enclosed by land,i86143
nb,0.7361542733076997,4,0.4663137012544549,0,1,sea,0,2,8,3.0,1.81e-05,4.0,0.0,0.3333333333332963,0.026075143489415458,0.0,0.33333333333322224,0.5833333333332847,sea,a division of an ocean or a large body of salt water partially enclosed by land,i86143
it,0.7176900337367015,4,0.46061319021435176,0,1,sea,23,2,10,4.5,0.0001075,5.0,0.1785714285714158,0.22580645161288865,0.11160355808110188,0.31506849315068064,0.09090909090908264,0.12499999999999806,sea,a division of an ocean or a large body of salt water partially enclosed by land,i86143
es,0.7076044634883942,4,0.49759499047930106,0,1,sea,5,2,5,4.5,7.379999999999999e-05,2.5,0.20833333333331597,0.11538461538460651,0.09211114077406651,0.13513513513513148,0.2499999999999375,0.2857142857142653,sea,a division of an ocean or a large body of salt water partially enclosed by land,i86143
es,0.7002374571996387,4,0.5002399037886904,0,1,"coast, sea-coast, seashore",1,2,6,5.0,7.875e-05,3.0,0.24999999999997916,0.153846153846142,0.0984288648537621,0.027027027027026296,0.2499999999999375,0.3571428571428316,coast,the shore of a sea or ocean,i86148
it,0.6857392830585871,4,0.4574352856555375,1,0,"coast, sea-coast, seashore",0,6,28,5.75,4.695e-05,5.5,0.2678571428571237,0.2580645161290156,0.04813169437052087,0.0,0.45454545454541323,0.40624999999999367,coast,the shore of a sea or ocean,i86148
nb,0.6130898946176906,3,0.46681530251513165,0,1,"coast, sea-coast, seashore",0,3,3,7.333333333333333,1.4316e-06,1.0,0.5416666666665989,0.0,0.001985858648679827,0.0,0.6666666666664445,0.16666666666665278,coast,the shore of a sea or ocean,i86148
en,0.41286400625402364,2,0.015519593088026229,0,0,"coast, sea-coast, seashore",9,4,7,7.333333333333333,3.9977333333333334e-05,2.0,0.43333333333329,0.14285714285712245,0.08119512050806288,0.044999999999999776,0.27272727272724795,0.28571428571427215,coast,the shore of a sea or ocean,i86148
en,0.7684410782520614,4,0.44109110699823345,0,1,sun,0,2,8,3.0,9.33e-05,6.0,0.0,0.7142857142856123,0.19952952619886483,0.0,0.09090909090908264,0.3333333333333175,sun,the star that is the source of light and heat for the planets in the solar system,i86272
es,0.7448957814130878,4,0.4945284280863299,0,1,sun,0,1,7,3.0,0.000123,7.0,0.08333333333332639,0.46153846153842604,0.1549054892025558,0.0,0.0,0.42857142857139796,sun,the star that is the source of light and heat for the planets in the solar system,i86272
nb,0.7397315574375698,4,0.4663137012544549,0,1,sun,0,1,2,3.0,3.09e-05,2.0,0.0,0.11111111111109877,0.04457379038782299,0.0,0.0,0.08333333333332639,sun,the star that is the source of light and heat for the planets in the solar system,i86272
it,0.7305812202485299,4,0.4606729407714429,0,1,sun,0,2,12,4.0,0.000135,11.0,0.14285714285713266,0.6129032258064121,0.1404305812361965,0.0,0.09090909090908264,0.15624999999999759,sun,the star that is the source of light and heat for the planets in the solar system,i86272
nb,0.7335665234385877,4,0.4663137012544549,0,1,"vale, valley",0,1,1,3.0,8.91e-06,1.0,0.0,0.0,0.012793693099074424,0.0,0.0,0.0,vale,a long depression in the surface of the land that usually contains a river,i86379
es,0.6913091629690149,4,0.49509131922746624,0,1,"vale, valley",3,1,1,5.0,4.57e-05,1.0,0.24999999999997916,0.0,0.05624688892771388,0.08108108108107888,0.0,0.0,vale,a long depression in the surface of the land that usually contains a river,i86379
en,0.46390248474194096,3,0.004883610057323088,0,0,"vale, valley",12,2,2,5.0,2.8335000000000002e-05,1.0,0.19999999999998,0.0,0.05535829197008879,0.0599999999999997,0.09090909090908264,0.047619047619045354,vale,a long depression in the surface of the land that usually contains a river,i86379
it,0.4392015653986818,3,0.002070090230735637,0,0,"vale, valley",7,3,5,5.666666666666667,1.7729999999999998e-05,1.6666666666666667,0.2619047619047432,0.010752688172042321,0.017501671948998522,0.0958904109589028,0.18181818181816528,0.04687499999999927,vale,a long depression in the surface of the land that usually contains a river,i86379
nb,0.7364088457488285,4,0.4751961738539586,0,1,"falls, waterfall",0,2,4,4.0,0.0001055,2.0,0.12499999999998437,0.11111111111109877,0.1523862168426044,0.0,0.33333333333322224,0.24999999999997916,falls,a steep descent of the water of a river,i86414
en,0.4118573228024002,2,0.007711581485586546,0,0,"falls, waterfall",16,2,3,7.0,2.3085e-05,1.5,0.39999999999996,0.07142857142856122,0.0437074187352535,0.0799999999999996,0.09090909090908264,0.09523809523809071,falls,a steep descent of the water of a river,i86414
es,0.39792606040227113,2,0.0005192722704209933,0,0,"falls, waterfall",9,1,2,7.0,3.63e-06,2.0,0.41666666666663194,0.076923076923071,0.002552615789775988,0.24324324324323665,0.0,0.07142857142856633,falls,a steep descent of the water of a river,i86414
it,0.3890719081109447,2,0.0002381884214937675,0,0,"falls, waterfall",1,3,12,8.333333333333334,2.1462000000000003e-06,4.0,0.45238095238092013,0.16129032258063475,0.001165869641930772,0.013698630136986115,0.18181818181816528,0.15624999999999759,falls,a steep descent of the water of a river,i86414
nb,0.8588941588405141,4,0.939171584256236,1,1,nature,0,1,10,5.0,3.89e-05,10.0,0.24999999999996875,0.9999999999998889,0.05613544469932769,0.0,0.0,0.7499999999999375,nature,a causal agent creating and controlling things in the universe,i86562
it,0.6989151505082879,4,0.468109873155239,0,1,nature,0,1,9,6.0,0.000123,9.0,0.2857142857142653,0.48387096774190425,0.12785151658670066,0.0,0.0,0.1093749999999983,nature,a causal agent creating and controlling things in the universe,i86562
es,0.6076492868099727,3,0.5221116518188226,0,1,nature,0,1,5,10.0,8.32e-05,5.0,0.6666666666666111,0.307692307692284,0.10410843498601366,0.0,0.0,0.2857142857142653,nature,a causal agent creating and controlling things in the universe,i86562
en,0.4761211284325882,3,0.02704926773181176,0,0,nature,0,1,5,6.0,9.55e-05,5.0,0.29999999999997,0.5714285714284898,0.20441179688774816,0.0,0.0,0.19047619047618142,nature,a causal agent creating and controlling things in the universe,i86562
nb,0.6555577749118865,3,0.46955925653887415,0,1,"fisher, fisherman",0,1,1,6.0,1.29e-05,1.0,0.37499999999995315,0.0,0.0185600681869374,0.0,0.0,0.0,fisher,someone whose occupation is catching fish,i89974
en,0.3911588681661662,2,0.0014998820425602929,0,0,"fisher, fisherman",2,2,3,7.5,6.795e-06,1.5,0.449999999999955,0.07142857142856122,0.007556423498021741,0.00999999999999995,0.09090909090908264,0.09523809523809071,fisher,someone whose occupation is catching fish,i89974
it,0.37828885985992194,2,0.000718629790209856,0,0,"fisher, fisherman",1,1,2,9.0,4.07e-06,2.0,0.4999999999999643,0.03225806451612695,0.0031825033563224444,0.013698630136986115,0.0,0.0,fisher,someone whose occupation is catching fish,i89974
es,0.37814073023292877,2,0.0006231267245051918,0,0,"fisher, fisherman",0,1,1,8.0,3.63e-06,1.0,0.4999999999999583,0.0,0.002552615789775988,0.0,0.0,0.0,fisher,someone whose occupation is catching fish,i89974
nb,0.8552294430602937,4,0.9356840496699027,1,1,"guest, invitee",0,1,2,5.0,1.82e-05,2.0,0.24999999999996875,0.11111111111109877,0.026219664168309263,0.0,0.0,0.08333333333332639,guest,a visitor to whom hospitality is extended,i90350
en,0.6758544434620207,4,0.4456941223826899,1,0,"guest, invitee",3,2,5,6.0,1.90645e-05,2.5,0.29999999999997,0.21428571428568366,0.03478506905131917,0.014999999999999925,0.09090909090908264,0.19047619047618142,guest,a visitor to whom hospitality is extended,i90350
it,0.6609214241769242,3,0.455571927167418,1,0,"guest, invitee",0,2,8,7.0,2.4449999999999998e-05,4.0,0.3571428571428316,0.16129032258063475,0.024545948152716185,0.0,0.09090909090908264,0.09374999999999854,guest,a visitor to whom hospitality is extended,i90350
es,0.3910084854689165,2,0.003414344996085635,0,0,"guest, invitee",1,2,5,7.5,1.3585e-05,2.5,0.4583333333332951,0.11538461538460651,0.015258260883385966,0.027027027027026296,0.2499999999999375,0.2857142857142653,guest,a visitor to whom hospitality is extended,i90350
it,0.8993206186389373,4,0.9032258065428381,1,1,"king, rex, male monarch",4,1,9,2.0,0.000182,9.0,0.0,0.48387096774190425,0.18969858444672183,0.05479452054794446,0.0,0.1093749999999983,king,a male sovereign; ruler of a kingdom,i90847
es,0.8657654455111733,4,0.990369576472284,1,1,"king, rex, male monarch",9,2,6,5.0,9.097e-05,3.0,0.24999999999997916,0.153846153846142,0.11402534732929338,0.24324324324323665,0.2499999999999375,0.3571428571428316,king,a male sovereign; ruler of a kingdom,i90847
nb,0.8597327962639512,4,0.9399802879284294,1,1,"king, rex, male monarch",0,1,3,5.0,4.37e-05,3.0,0.24999999999996875,0.22222222222219754,0.06307243728623052,0.0,0.0,0.16666666666665278,king,a male sovereign; ruler of a kingdom,i90847
en,0.6852004447388076,4,0.4574274520820829,1,0,"king, rex, male monarch",79,3,12,6.333333333333333,5.345666666666666e-05,4.0,0.33333333333329995,0.4285714285713673,0.11110864507125455,0.394999999999998,0.18181818181816528,0.5238095238094989,king,a male sovereign; ruler of a kingdom,i90847
nb,0.6841157258913724,4,0.4689659965793512,0,1,prince,0,1,1,5.0,1.58e-05,1.0,0.24999999999996875,0.0,0.022751167874857856,0.0,0.0,0.0,prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),i92240
en,0.4523910682624978,3,0.014421773296159762,0,0,prince,14,1,1,6.0,5.25e-05,1.0,0.29999999999997,0.0,0.10898559705957347,0.06999999999999965,0.0,0.0,prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),i92240
it,0.4083614089361881,2,0.011192527105227813,0,0,prince,11,1,2,8.0,5.62e-05,2.0,0.42857142857139796,0.03225806451612695,0.05782805670450723,0.15068493150684725,0.0,0.0,prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),i92240
es,0.3896322395753652,2,0.012484343925461515,0,0,prince,1,1,1,8.0,4.17e-05,1.0,0.4999999999999583,0.0,0.0511416573481619,0.027027027027026296,0.0,0.0,prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),i92240
it,0.5266124192413767,3,0.008679073688993693,0,0,saint,4,3,6,3.3333333333333335,0.0001935333333333333,2.0,0.09523809523808845,0.03225806451612695,0.20178846324873723,0.05479452054794446,0.18181818181816528,0.06249999999999903,saint,a person who has died and has been declared a saint by canonization,i92688
en,0.4624485082475989,3,0.004367742648982886,0,0,saint,45,1,3,5.0,2.57e-05,3.0,0.19999999999998,0.2857142857142449,0.04951066321317622,0.22499999999999887,0.0,0.09523809523809071,saint,a person who has died and has been declared a saint by canonization,i92688
es,0.4607047116004734,3,0.011289498431222813,0,0,saint,13,1,3,5.0,7.41e-05,3.0,0.24999999999997916,0.153846153846142,0.09249403314253292,0.3513513513513418,0.0,0.14285714285713266,saint,a person who has died and has been declared a saint by canonization,i92688
nb,0.42264431253799367,2,0.011029328129279238,0,0,saint,0,1,1,6.0,4.37e-05,1.0,0.37499999999995315,0.0,0.06307243728623052,0.0,0.0,0.0,saint,a person who has died and has been declared a saint by canonization,i92688
en,0.502524334419585,3,0.0,0,0,fog,4,1,3,3.0,7.94e-06,3.0,0.0,0.2857142857142449,0.01009742347019058,0.0199999999999999,0.0,0.09523809523809071,fog,droplets of water vapor suspended in the air near the ground,i97801
nb,0.47120352693670414,3,0.0005646183711328337,0,0,fog,1,1,2,4.0,6.76e-06,2.0,0.12499999999998437,0.11111111111109877,0.009686498502857537,0.19999999999996,0.0,0.08333333333332639,fog,droplets of water vapor suspended in the air near the ground,i97801
es,0.4194486043776805,2,0.0013501079030945823,0,0,fog,0,1,1,6.0,8.13e-06,1.0,0.33333333333330556,0.0,0.00829600131677196,0.0,0.0,0.0,fog,droplets of water vapor suspended in the air near the ground,i97801
it,0.4128830107464795,2,0.0008198456108171234,0,0,fog,2,2,8,7.0,5.8830499999999995e-06,4.0,0.3571428571428316,0.16129032258063475,0.005083042786553144,0.02739726027397223,0.09090909090908264,0.09374999999999854,fog,droplets of water vapor suspended in the air near the ground,i97801
nb,0.696653860049739,4,0.4679674370841157,0,1,"violent storm, storm",0,2,2,4.5,1.3145e-05,1.0,0.18749999999997657,0.0,0.01891414385022723,0.0,0.33333333333322224,0.08333333333332639,violent storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,i97824
it,0.4034642176334158,2,0.002506217072590938,0,0,"violent storm, storm",5,7,28,7.666666666666667,1.4113333333333334e-05,4.666666666666667,0.40476190476187585,0.20430107526880403,0.013710481631025478,0.06849315068493057,0.5454545454544959,0.40624999999999367,violent storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,i97824
en,0.3688452140656271,2,0.016627179882479446,0,0,"violent storm, storm",8,2,4,9.0,3.17e-05,2.0,0.59999999999994,0.14285714285712245,0.06282594691013083,0.0399999999999998,0.09090909090908264,0.14285714285713608,violent storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,i97824
es,0.29857206440523554,2,0.008925511420131241,0,0,"violent storm, storm",4,2,4,12.5,1.8e-05,2.0,0.8749999999999271,0.076923076923071,0.02089316023931646,0.10810810810810519,0.2499999999999375,0.21428571428569898,violent storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,i97824
it,0.8622391255367668,4,0.9186745210390942,1,1,"rain, rainfall",7,2,15,6.0,0.00011525,7.5,0.2857142857142653,0.3870967741935234,0.11972753733390126,0.0958904109589028,0.09090909090908264,0.20312499999999684,rain,water falling in drops from vapor condensed in the atmosphere,i98034
en,0.8528001704100766,4,0.889689699932454,1,1,"rain, rainfall",5,2,4,6.0,2.8955e-05,2.0,0.29999999999997,0.14285714285712245,0.0567342046187741,0.024999999999999876,0.09090909090908264,0.14285714285713608,rain,water falling in drops from vapor condensed in the atmosphere,i98034
es,0.8476815986209645,4,0.9845672281225999,1,1,"rain, rainfall",3,1,3,6.0,4.07e-05,3.0,0.33333333333330556,0.153846153846142,0.049865349453273915,0.08108108108107888,0.0,0.14285714285713266,rain,water falling in drops from vapor condensed in the atmosphere,i98034
nb,0.8462606402152618,4,0.9352604279416171,1,1,"rain, rainfall",1,2,2,5.5,1.256e-05,1.0,0.3124999999999609,0.0,0.01806869787869845,0.19999999999996,0.33333333333322224,0.08333333333332639,rain,water falling in drops from vapor condensed in the atmosphere,i98034
nb,0.7417022242405917,4,0.4663137012544549,0,1,"snowfall, snow",0,1,1,3.0,3.8e-05,1.0,0.0,0.0,0.054834758589283425,0.0,0.0,0.0,snowfall,precipitation falling from clouds in the form of ice crystals,i98073
en,0.6780943289728727,4,0.4470495223958934,0,1,"snowfall, snow",2,2,5,6.0,2.368e-05,2.5,0.29999999999997,0.21428571428568366,0.0450278510352015,0.00999999999999995,0.09090909090908264,0.19047619047618142,snowfall,precipitation falling from clouds in the form of ice crystals,i98073
es,0.44502049732338933,3,0.003562727047358434,0,0,"snowfall, snow",0,1,4,5.0,2.45e-05,4.0,0.24999999999997916,0.23076923076921302,0.029189161556088417,0.0,0.0,0.21428571428569898,snowfall,precipitation falling from clouds in the form of ice crystals,i98073
it,0.4326510817288584,3,0.0018930816005603508,0,0,"snowfall, snow",2,2,5,6.0,1.503e-05,2.5,0.2857142857142653,0.0645161290322539,0.014671382402861964,0.02739726027397223,0.09090909090908264,0.04687499999999927,snowfall,precipitation falling from clouds in the form of ice crystals,i98073
it,0.9418989512909505,4,0.9999999999995484,1,1,"conditions, weather, weather condition",13,1,17,5.0,0.000955,17.0,0.21428571428569898,0.9999999999999355,0.9999999989517446,0.1780821917808195,0.0,0.23437499999999636,conditions,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,i98170
nb,0.9068656633605044,4,0.9326274025089099,1,1,"conditions, weather, weather condition",2,1,1,3.0,0.000191,1.0,0.0,0.0,0.2759513972968109,0.39999999999992,0.0,0.0,conditions,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,i98170
es,0.6374533736587371,3,0.6849125093151579,1,0,"conditions, weather, weather condition",6,4,9,12.666666666666666,0.00035673,2.6666666666666665,0.8888888888888148,0.12820512820511834,0.4532169334747265,0.16216216216215776,0.7499999999998125,0.5714285714285307,conditions,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,i98170
en,0.5772946678100506,3,0.4943935991218523,0,1,"conditions, weather, weather condition",11,4,6,11.333333333333334,6.873333333333333e-05,1.6666666666666667,0.8333333333332501,0.09523809523808165,0.1450108368396673,0.05499999999999973,0.27272727272724795,0.23809523809522679,conditions,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,i98170
